session_duration_sec,pages_viewed,clicks,ad_impressions,device_type,traffic_source,cart_additions,past_purchases,conversion
3020,33,7,404,Tablet,Email,19,33,1
1507,33,56,493,Tablet,Instagram,3,7,0
3181,39,49,222,Tablet,Email,8,23,1
1577,18,48,229,Desktop,GoogleAds,5,44,1
2921,23,87,294,Desktop,Facebook,18,0,1
1161,23,20,452,Desktop,Facebook,6,24,1
3533,15,35,486,Desktop,Facebook,15,33,1
1947,26,70,306,Desktop,Facebook,14,13,1
378,30,68,316,Mobile,Instagram,15,35,0
860,25,57,397,Desktop,Email,13,5,1
52,16,62,119,Mobile,Email,3,44,0
1917,39,92,99,Mobile,GoogleAds,1,8,0
3500,14,15,350,Tablet,GoogleAds,6,47,1
2545,17,5,426,Tablet,Facebook,6,0,1
87,12,77,324,Tablet,Organic,5,8,0
2883,29,51,409,Desktop,Organic,19,23,1
1834,32,1,159,Mobile,Facebook,8,38,1
1303,24,88,239,Desktop,Email,16,17,1
683,13,94,396,Tablet,GoogleAds,10,47,1
710,20,76,320,Tablet,Instagram,15,38,1
768,15,17,335,Mobile,Organic,0,17,0
1933,4,80,189,Mobile,GoogleAds,15,40,1
2785,34,91,309,Tablet,Organic,16,27,1
3396,28,75,249,Desktop,Email,5,1,1
2982,2,34,26,Desktop,Email,10,36,1
911,30,85,189,Mobile,Facebook,6,40,1
2946,26,38,394,Tablet,Facebook,15,35,1
1002,26,0,140,Desktop,Organic,1,47,0
1201,20,36,406,Mobile,Organic,19,23,1
2396,28,20,488,Mobile,GoogleAds,12,34,1
2250,20,0,181,Mobile,Facebook,12,5,1
1486,11,3,21,Desktop,Email,14,16,1
2340,10,95,163,Mobile,GoogleAds,14,29,1
3417,23,57,71,Desktop,GoogleAds,8,7,1
399,37,0,82,Mobile,Instagram,17,41,0
1009,19,12,155,Desktop,Email,13,9,1
534,18,45,316,Tablet,GoogleAds,13,15,0
3321,27,46,355,Desktop,Instagram,3,37,0
1865,6,80,47,Tablet,Facebook,13,25,1
1516,10,75,194,Mobile,Email,9,30,1
668,2,6,224,Desktop,Facebook,10,7,1
2773,24,50,399,Mobile,Instagram,0,34,0
900,38,2,237,Tablet,Email,13,33,1
1491,28,49,280,Mobile,Organic,7,9,1
3170,28,25,468,Mobile,Organic,5,39,1
3176,39,30,10,Mobile,Organic,10,43,1
461,2,99,376,Tablet,GoogleAds,13,11,0
2485,5,61,472,Tablet,Organic,6,40,1
3232,11,25,152,Desktop,GoogleAds,6,26,1
1547,10,66,344,Desktop,GoogleAds,18,18,1
3457,2,54,104,Desktop,Instagram,9,25,1
3103,15,27,496,Desktop,Organic,8,14,1
892,39,43,124,Mobile,Email,17,30,1
322,37,80,185,Tablet,GoogleAds,16,45,0
849,7,37,496,Tablet,Instagram,12,36,1
2576,20,29,290,Mobile,GoogleAds,3,17,0
3287,34,65,41,Desktop,Email,6,28,1
384,35,7,424,Tablet,Email,7,43,0
460,34,13,11,Mobile,Organic,15,26,0
3072,22,98,218,Mobile,GoogleAds,11,37,1
604,31,61,1,Desktop,Email,0,19,0
3260,23,74,414,Desktop,Facebook,5,20,1
1243,19,62,171,Tablet,Email,0,28,0
509,4,78,338,Tablet,Email,7,42,0
473,24,65,282,Desktop,GoogleAds,11,14,0
3205,20,95,53,Tablet,Email,15,21,1
122,39,39,125,Desktop,Instagram,0,22,0
1045,28,12,175,Mobile,Email,3,3,0
3207,39,16,265,Mobile,Facebook,18,23,1
2388,17,14,265,Mobile,Email,17,13,1
1934,19,32,385,Tablet,Organic,7,36,1
3364,35,15,199,Desktop,GoogleAds,5,20,1
149,32,12,256,Mobile,Facebook,12,42,0
1434,39,85,172,Mobile,Instagram,19,38,1
2959,35,22,59,Tablet,Email,2,12,0
3178,30,35,440,Tablet,Email,14,18,1
526,17,42,106,Mobile,Instagram,5,25,0
2626,29,49,435,Tablet,Email,5,35,1
1957,6,73,125,Tablet,Organic,4,43,1
2903,17,80,16,Tablet,Facebook,18,45,1
3150,17,93,38,Tablet,Email,9,32,1
2175,14,12,395,Desktop,Instagram,8,39,1
897,24,29,243,Tablet,Instagram,13,15,1
3140,37,56,409,Tablet,Facebook,4,18,1
3114,39,29,477,Desktop,Organic,6,36,1
1351,32,70,467,Tablet,Facebook,16,13,1
59,36,9,210,Tablet,Email,16,43,0
3570,37,98,495,Mobile,Organic,8,43,1
28,14,65,315,Mobile,Organic,6,29,0
735,27,93,285,Mobile,Instagram,0,30,0
2254,19,82,464,Desktop,Organic,1,19,0
1483,31,38,494,Tablet,Email,9,43,1
2616,9,36,168,Desktop,Email,18,42,1
461,38,2,264,Desktop,Email,7,46,0
2346,17,88,98,Tablet,GoogleAds,8,6,1
1174,19,33,134,Tablet,Organic,14,41,1
1117,4,85,429,Mobile,Organic,10,36,1
2448,11,37,365,Tablet,Email,11,46,1
224,22,13,181,Desktop,Instagram,17,1,0
1559,4,63,222,Mobile,Organic,1,21,0
2272,17,38,364,Desktop,GoogleAds,14,12,1
3484,8,53,482,Tablet,Organic,9,45,1
137,34,1,149,Mobile,Facebook,6,37,0
1855,11,95,244,Tablet,GoogleAds,8,30,1
3558,31,42,313,Mobile,Instagram,16,0,1
769,11,52,76,Mobile,GoogleAds,13,46,1
2461,38,2,369,Mobile,GoogleAds,8,42,1
3110,21,40,262,Tablet,Organic,6,12,1
1825,30,7,231,Mobile,GoogleAds,14,16,1
2395,10,89,191,Mobile,Email,2,3,0
2888,26,95,380,Tablet,GoogleAds,1,42,0
2771,27,74,134,Desktop,Organic,2,30,0
370,8,62,309,Tablet,Email,1,32,0
578,39,64,252,Tablet,Instagram,12,13,0
1425,8,78,388,Mobile,Facebook,12,20,1
2275,8,3,245,Tablet,GoogleAds,1,21,0
1607,34,67,265,Tablet,Email,19,4,1
1702,16,91,325,Tablet,Email,18,36,1
211,13,9,330,Mobile,Instagram,8,31,0
2074,23,74,367,Tablet,Instagram,4,2,1
2379,12,49,456,Mobile,Facebook,6,40,1
527,27,22,343,Tablet,Facebook,12,12,0
1358,22,60,4,Mobile,Organic,0,10,0
1445,32,46,442,Mobile,Facebook,8,49,1
1351,27,2,37,Tablet,Facebook,1,41,0
690,2,16,71,Desktop,Email,2,37,0
1998,33,21,262,Tablet,GoogleAds,11,23,1
3163,26,90,237,Desktop,GoogleAds,4,8,1
3555,28,15,307,Mobile,Facebook,11,12,1
1501,19,79,490,Desktop,Organic,3,21,0
434,5,2,463,Desktop,Organic,11,17,0
1978,33,51,355,Mobile,GoogleAds,4,9,1
1722,20,32,178,Desktop,Instagram,13,46,1
3285,30,41,96,Tablet,Email,13,11,1
3076,8,1,398,Desktop,Facebook,9,29,1
2444,38,38,227,Mobile,Email,9,46,1
787,17,45,11,Desktop,Facebook,4,45,1
2155,1,47,266,Mobile,Facebook,17,18,1
3426,3,26,189,Mobile,GoogleAds,16,18,1
1836,26,14,209,Tablet,Email,9,9,1
217,31,6,13,Mobile,Email,10,0,0
1547,8,56,377,Desktop,Instagram,14,6,1
1669,8,41,162,Tablet,Instagram,18,10,1
2643,35,8,60,Tablet,Email,11,3,1
2223,39,5,493,Desktop,Instagram,15,35,1
31,28,56,435,Desktop,Instagram,11,20,0
163,4,75,5,Tablet,Facebook,18,21,0
1972,16,29,496,Mobile,GoogleAds,2,9,0
3520,13,54,202,Tablet,Facebook,12,22,1
3376,20,83,416,Tablet,Instagram,14,4,1
228,5,83,12,Tablet,Facebook,16,47,0
678,37,53,436,Mobile,Facebook,10,11,1
1528,20,26,397,Desktop,Organic,11,29,1
2287,24,83,341,Desktop,Facebook,16,32,1
2077,36,58,240,Desktop,Facebook,4,36,1
2610,34,6,438,Mobile,GoogleAds,4,17,1
959,34,39,373,Mobile,Email,6,3,1
2205,19,93,378,Desktop,Organic,2,26,0
3189,17,71,225,Desktop,Organic,2,46,0
412,5,1,182,Desktop,Organic,16,22,0
605,25,13,297,Desktop,Organic,1,5,0
3564,18,9,304,Mobile,GoogleAds,14,6,1
2424,8,49,307,Desktop,Email,18,18,1
1447,27,17,431,Tablet,GoogleAds,9,45,1
3390,15,17,178,Desktop,Organic,10,14,1
2859,13,15,118,Mobile,Email,8,47,1
2975,16,51,352,Tablet,GoogleAds,13,21,1
1167,22,68,76,Tablet,Email,6,31,1
1752,20,51,46,Tablet,GoogleAds,9,14,1
1316,13,30,227,Mobile,Email,0,5,0
82,20,83,356,Desktop,GoogleAds,0,5,0
490,2,22,294,Mobile,Organic,13,5,0
3433,35,95,240,Mobile,Organic,7,11,1
569,19,41,348,Tablet,Organic,13,1,0
3407,37,80,141,Tablet,GoogleAds,6,24,1
754,6,61,204,Mobile,Email,17,3,1
1476,14,76,150,Tablet,Email,8,5,1
109,4,49,492,Mobile,Instagram,14,41,0
1092,22,76,130,Tablet,Facebook,0,36,0
2565,39,80,349,Desktop,Organic,10,37,1
2315,36,14,333,Desktop,Organic,18,13,1
422,34,89,483,Desktop,Organic,9,46,0
3533,27,43,269,Tablet,Instagram,17,18,1
1098,7,91,313,Tablet,Instagram,3,6,0
2652,3,41,418,Desktop,Instagram,17,17,1
1187,33,44,403,Mobile,Organic,17,43,1
2018,2,93,137,Mobile,Email,19,7,1
2323,16,34,116,Desktop,Organic,11,27,1
830,25,21,351,Tablet,Instagram,8,20,1
3160,15,73,161,Mobile,Instagram,17,34,1
3396,24,74,155,Mobile,Facebook,5,46,1
671,15,37,173,Mobile,GoogleAds,18,9,1
3004,31,96,130,Tablet,Facebook,19,27,1
569,14,69,79,Mobile,Facebook,14,18,0
2974,14,63,467,Mobile,Organic,4,43,1
2948,6,6,57,Desktop,GoogleAds,10,34,1
1281,14,43,351,Tablet,GoogleAds,12,27,1
1823,17,75,57,Desktop,Organic,1,45,0
2925,18,6,400,Mobile,Email,7,48,1
619,20,65,363,Tablet,Organic,10,2,1
2471,17,59,335,Tablet,Email,17,38,1
34,16,0,134,Desktop,Email,9,26,0
2038,39,61,14,Desktop,GoogleAds,0,16,0
293,32,86,283,Tablet,Organic,3,14,0
1482,9,88,294,Tablet,Organic,16,41,1
2938,27,17,147,Desktop,GoogleAds,16,38,1
310,33,6,421,Mobile,Facebook,4,21,0
1101,10,53,127,Tablet,Organic,2,19,0
1040,17,66,491,Mobile,Instagram,6,26,1
826,36,92,260,Desktop,Instagram,4,34,1
3218,17,9,314,Tablet,Organic,9,46,1
3245,18,60,218,Desktop,Email,6,4,1
92,23,58,393,Tablet,GoogleAds,16,1,0
1930,34,58,233,Tablet,Email,16,40,1
3501,8,68,369,Desktop,Instagram,6,49,1
3154,13,62,168,Desktop,Instagram,5,44,1
3318,23,97,143,Mobile,GoogleAds,8,19,1
2103,20,7,489,Desktop,Instagram,7,6,1
627,22,77,485,Desktop,Facebook,13,35,1
2985,23,54,260,Mobile,Instagram,5,7,1
2319,35,5,218,Desktop,Email,8,26,1
185,3,0,308,Mobile,Email,19,5,0
1199,34,55,146,Mobile,Facebook,10,23,1
2714,33,96,489,Desktop,Email,10,35,1
851,17,74,437,Mobile,Email,7,4,1
379,19,87,443,Mobile,Email,2,19,0
1828,30,9,99,Mobile,Organic,10,19,1
2111,23,22,182,Desktop,Facebook,3,40,0
699,15,15,169,Desktop,Facebook,2,39,0
3500,14,15,233,Mobile,Instagram,12,33,1
1789,2,55,444,Desktop,Facebook,18,38,1
3588,39,94,93,Tablet,GoogleAds,7,49,1
1374,18,5,117,Mobile,Facebook,0,9,0
3208,6,29,472,Tablet,GoogleAds,7,2,1
1442,32,62,4,Desktop,Email,8,48,1
376,21,0,85,Tablet,GoogleAds,5,33,0
3352,28,50,167,Desktop,Organic,10,34,1
653,27,88,7,Desktop,Email,9,36,1
2436,2,45,381,Mobile,GoogleAds,2,44,0
82,33,20,407,Tablet,Email,7,44,0
2972,16,98,232,Mobile,Organic,4,37,1
1281,39,37,251,Tablet,Email,1,45,0
869,22,68,85,Desktop,Email,15,22,1
52,13,62,319,Desktop,Facebook,0,36,0
2434,2,49,193,Mobile,Instagram,1,20,0
1074,14,11,123,Tablet,GoogleAds,2,26,0
2227,38,68,425,Tablet,Instagram,8,0,1
2269,28,72,89,Desktop,Organic,16,8,1
1526,7,43,95,Mobile,Organic,11,2,1
2096,18,51,375,Desktop,Email,1,37,0
378,36,8,300,Desktop,Instagram,1,35,0
2814,36,98,358,Mobile,GoogleAds,18,33,1
160,4,64,45,Tablet,GoogleAds,19,29,0
1144,30,9,253,Tablet,Email,16,30,1
1513,24,45,453,Desktop,GoogleAds,16,29,1
1469,20,99,373,Tablet,Facebook,12,15,1
1080,31,57,479,Mobile,Instagram,11,28,1
1033,24,36,51,Tablet,Organic,10,5,1
1608,7,51,65,Tablet,GoogleAds,10,13,1
2794,26,98,54,Desktop,GoogleAds,7,9,1
2050,13,80,440,Tablet,GoogleAds,17,23,1
1399,8,12,222,Mobile,Email,3,35,0
78,5,5,466,Desktop,Organic,17,23,0
2356,13,57,72,Mobile,Instagram,14,6,1
953,29,47,376,Tablet,GoogleAds,6,48,1
811,20,31,474,Tablet,Facebook,14,36,1
2353,14,10,168,Desktop,Email,18,45,1
2260,32,80,186,Mobile,Instagram,16,47,1
70,27,4,143,Tablet,GoogleAds,9,39,0
955,25,5,19,Tablet,Instagram,10,47,1
3020,4,73,10,Desktop,Email,13,37,1
1347,21,96,472,Tablet,Facebook,3,24,0
1194,18,93,272,Tablet,GoogleAds,3,42,0
340,39,20,171,Tablet,Facebook,0,33,0
1561,15,41,415,Mobile,Email,11,0,1
347,38,80,364,Mobile,Facebook,6,27,0
1639,24,26,16,Mobile,Email,4,40,1
1337,8,2,80,Tablet,Facebook,0,28,0
1536,28,59,284,Desktop,Instagram,7,31,1
1683,21,92,190,Desktop,Instagram,17,4,1
1371,16,65,148,Desktop,Email,12,33,1
1583,16,92,163,Mobile,Instagram,16,45,1
2696,35,48,443,Mobile,Facebook,1,25,0
284,17,99,265,Mobile,Facebook,5,12,0
1197,9,33,360,Mobile,GoogleAds,3,11,0
3524,35,36,138,Tablet,Email,7,21,1
2376,29,41,301,Desktop,Instagram,14,8,1
2646,39,64,466,Desktop,Email,4,5,1
2561,18,59,365,Mobile,Instagram,19,35,1
2444,12,89,493,Desktop,GoogleAds,10,9,1
2003,19,0,399,Desktop,Facebook,7,36,1
879,22,58,493,Mobile,Facebook,16,31,1
2890,15,3,30,Mobile,Organic,8,3,1
1024,1,13,304,Mobile,Email,17,3,1
1921,2,17,480,Mobile,Instagram,13,12,1
612,8,33,168,Tablet,Organic,8,15,1
1809,22,0,91,Desktop,Email,9,42,1
700,25,52,91,Tablet,Instagram,19,49,1
503,2,21,211,Desktop,GoogleAds,1,25,0
499,9,79,330,Tablet,Email,2,32,0
2778,9,60,300,Mobile,Instagram,4,3,1
3154,13,21,174,Tablet,Facebook,3,25,0
2566,6,49,134,Mobile,Email,2,8,0
399,30,15,373,Mobile,Instagram,18,40,0
304,15,27,24,Tablet,Facebook,9,10,0
1402,15,91,201,Desktop,Facebook,6,4,1
2853,7,85,219,Tablet,Organic,11,37,1
2922,11,69,7,Mobile,Instagram,7,31,1
1727,38,88,6,Mobile,Organic,4,28,1
2606,2,41,118,Desktop,Organic,12,37,1
658,39,65,161,Desktop,GoogleAds,8,39,1
1883,10,70,85,Desktop,Organic,3,27,0
577,17,80,366,Mobile,Organic,1,23,0
3268,7,34,248,Tablet,GoogleAds,4,18,1
2910,39,19,166,Desktop,GoogleAds,1,0,0
2827,4,1,428,Mobile,Email,17,4,1
454,35,6,145,Tablet,Organic,5,22,0
372,36,95,31,Desktop,Facebook,10,18,0
2180,31,48,421,Tablet,GoogleAds,9,1,1
1221,25,82,395,Tablet,Instagram,0,47,0
751,13,75,220,Mobile,Email,1,1,0
2051,18,8,133,Mobile,Email,9,8,1
689,21,26,64,Mobile,Organic,4,17,1
2477,1,77,76,Tablet,Facebook,11,15,1
3333,36,1,131,Desktop,GoogleAds,18,38,1
1652,8,84,312,Desktop,Instagram,1,8,0
1582,21,67,319,Desktop,Organic,5,43,1
1368,21,59,361,Mobile,Facebook,14,22,1
2149,27,84,38,Desktop,Organic,7,32,1
72,19,85,54,Desktop,Organic,15,37,0
2569,23,48,130,Mobile,Email,18,33,1
1172,35,1,218,Desktop,Instagram,17,25,1
3266,5,16,2,Desktop,Instagram,16,16,1
1238,8,82,246,Desktop,Instagram,0,13,0
2829,11,87,140,Tablet,Instagram,10,12,1
3295,16,19,296,Tablet,GoogleAds,3,21,0
265,39,75,258,Mobile,GoogleAds,5,42,0
144,24,88,105,Mobile,Instagram,6,47,0
884,21,86,381,Tablet,Facebook,7,17,1
831,23,97,336,Mobile,GoogleAds,9,19,1
2145,38,31,478,Mobile,GoogleAds,16,29,1
3045,8,50,185,Desktop,Facebook,11,34,1
3288,7,87,303,Mobile,Instagram,7,32,1
3210,2,41,494,Mobile,Organic,11,45,1
832,30,62,244,Desktop,GoogleAds,16,16,1
3084,13,88,164,Desktop,Organic,2,34,0
983,23,60,132,Tablet,Organic,13,11,1
2991,29,61,203,Mobile,Facebook,11,1,1
1787,38,2,408,Desktop,Instagram,4,33,1
130,37,88,210,Mobile,Organic,12,11,0
3466,20,91,347,Mobile,Instagram,10,25,1
1647,33,75,101,Tablet,Email,15,31,1
3119,29,25,446,Tablet,Instagram,9,20,1
1374,15,47,386,Tablet,Facebook,7,4,1
1017,23,7,271,Tablet,Facebook,5,27,1
934,3,4,459,Tablet,Email,19,22,1
654,37,10,475,Desktop,Facebook,19,47,1
2042,29,41,49,Tablet,Instagram,2,31,0
2771,8,98,368,Desktop,Instagram,19,4,1
2917,22,90,239,Tablet,Instagram,9,34,1
2078,29,40,215,Desktop,Facebook,17,5,1
251,2,18,291,Mobile,Instagram,9,18,0
2512,1,47,372,Tablet,GoogleAds,12,43,1
3020,20,52,350,Desktop,Email,13,39,1
2678,21,54,431,Tablet,GoogleAds,0,5,0
2360,37,60,280,Desktop,Instagram,19,13,1
1629,8,31,467,Desktop,Facebook,14,2,1
812,27,45,316,Tablet,Email,11,10,1
973,35,91,477,Desktop,GoogleAds,15,38,1
78,6,35,77,Mobile,Instagram,6,40,0
1162,19,17,304,Tablet,Facebook,13,23,1
205,18,73,151,Mobile,Instagram,8,42,0
2197,1,95,396,Desktop,GoogleAds,8,44,1
3525,25,17,497,Desktop,GoogleAds,9,17,1
2340,27,11,496,Tablet,Email,8,30,1
2369,7,71,297,Mobile,Facebook,15,9,1
755,29,96,157,Mobile,Organic,7,25,1
1698,31,45,198,Tablet,Instagram,1,28,0
286,36,54,435,Mobile,Facebook,17,1,0
70,19,37,384,Tablet,Organic,17,29,0
3400,6,77,407,Tablet,Facebook,11,38,1
1923,25,1,287,Desktop,Instagram,2,46,0
2109,31,8,493,Desktop,Instagram,1,9,0
2210,9,4,405,Mobile,Email,5,11,1
1782,20,97,24,Tablet,GoogleAds,5,19,1
1344,10,18,456,Tablet,GoogleAds,16,40,1
1847,37,70,492,Tablet,GoogleAds,15,18,1
2601,27,38,9,Tablet,Email,12,5,1
576,13,41,406,Desktop,GoogleAds,11,22,0
3470,2,16,132,Mobile,Facebook,10,18,1
1581,21,62,77,Desktop,GoogleAds,14,30,1
631,33,89,226,Tablet,GoogleAds,16,32,1
2035,24,45,131,Mobile,Instagram,19,1,1
1210,34,90,485,Mobile,Email,7,14,1
3443,9,91,376,Tablet,Email,6,10,1
323,2,19,412,Tablet,GoogleAds,10,25,0
2864,30,69,90,Desktop,Organic,7,17,1
2905,22,7,498,Desktop,Instagram,18,0,1
2154,11,95,117,Tablet,GoogleAds,5,31,1
2938,17,18,110,Tablet,Organic,19,3,1
1246,36,31,377,Desktop,Facebook,18,21,1
2886,13,18,354,Mobile,Instagram,18,35,1
146,7,23,271,Mobile,Email,3,28,0
1039,16,23,392,Mobile,Organic,14,35,1
3068,33,55,432,Desktop,GoogleAds,16,49,1
2166,1,80,227,Tablet,Organic,17,32,1
2604,11,17,472,Mobile,Email,19,38,1
3120,6,11,244,Tablet,Facebook,11,13,1
671,20,40,308,Desktop,Organic,9,47,1
2482,35,86,55,Desktop,GoogleAds,8,46,1
2687,37,47,37,Tablet,Organic,7,36,1
2318,26,81,388,Tablet,Facebook,7,44,1
3507,12,63,55,Tablet,Organic,10,4,1
96,30,15,12,Tablet,Facebook,11,49,0
2522,28,79,403,Mobile,Facebook,5,21,1
2133,27,99,463,Tablet,Instagram,2,4,0
2528,19,22,185,Mobile,Instagram,14,36,1
2471,5,85,478,Desktop,GoogleAds,5,37,1
2882,5,38,237,Mobile,GoogleAds,6,45,1
2952,27,32,293,Tablet,GoogleAds,5,33,1
2783,28,23,204,Mobile,Facebook,1,14,0
2514,26,60,211,Desktop,Facebook,5,47,1
1318,27,54,226,Tablet,Instagram,1,36,0
3320,21,60,7,Desktop,Facebook,0,26,0
1710,1,83,220,Desktop,Instagram,14,47,1
2710,28,96,311,Tablet,Organic,9,0,1
2729,15,94,28,Mobile,GoogleAds,9,28,1
3453,17,39,477,Desktop,GoogleAds,9,7,1
504,26,57,293,Tablet,Email,4,32,0
1657,20,71,212,Desktop,Instagram,3,6,0
1952,25,73,189,Mobile,Email,14,28,1
1078,13,0,75,Desktop,GoogleAds,8,30,1
1434,33,84,242,Desktop,Email,15,37,1
3328,25,24,114,Desktop,Organic,8,7,1
606,8,95,167,Desktop,Email,18,30,1
459,5,52,106,Mobile,Organic,13,36,0
494,6,60,151,Tablet,GoogleAds,11,14,0
655,23,45,436,Desktop,Facebook,11,31,1
2677,30,73,366,Mobile,Instagram,2,25,0
3099,14,59,84,Desktop,Email,18,47,1
1639,23,50,212,Desktop,Organic,10,48,1
671,11,72,267,Desktop,GoogleAds,4,10,1
767,31,83,322,Mobile,GoogleAds,5,22,1
298,6,47,269,Desktop,Facebook,5,33,0
3495,11,83,461,Desktop,GoogleAds,18,32,1
730,13,39,425,Tablet,GoogleAds,13,16,1
647,12,6,177,Mobile,Facebook,15,32,1
2292,2,74,271,Tablet,GoogleAds,11,1,1
2473,35,84,312,Tablet,Organic,17,48,1
2995,36,18,182,Tablet,Email,12,3,1
508,17,14,159,Tablet,Email,19,11,0
3031,28,69,189,Desktop,Organic,8,28,1
643,28,60,186,Tablet,Email,17,41,1
1683,22,55,471,Mobile,GoogleAds,3,41,0
2040,38,9,444,Desktop,Email,10,46,1
3077,7,45,309,Tablet,Email,17,42,1
124,15,79,470,Tablet,GoogleAds,2,38,0
2989,32,74,246,Mobile,Email,3,41,0
683,11,56,317,Mobile,GoogleAds,8,18,1
1746,24,34,464,Tablet,Facebook,12,49,1
1267,3,71,384,Tablet,Facebook,14,1,1
3092,30,91,42,Tablet,Email,9,6,1
2263,6,2,285,Tablet,Facebook,8,45,1
2304,2,65,468,Tablet,Email,15,21,1
2815,14,52,476,Mobile,Facebook,15,10,1
3208,18,77,411,Mobile,Email,12,32,1
156,31,51,300,Desktop,Instagram,4,19,0
2175,13,92,477,Desktop,Organic,9,4,1
3463,26,52,389,Mobile,Facebook,0,3,0
421,12,53,436,Desktop,GoogleAds,2,13,0
1697,18,46,369,Tablet,Organic,2,2,0
2420,9,2,362,Desktop,Email,9,49,1
1542,21,64,486,Tablet,Organic,16,17,1
146,24,14,437,Tablet,GoogleAds,17,26,0
3256,34,83,436,Desktop,GoogleAds,12,3,1
3370,8,85,294,Desktop,Email,1,2,0
3015,33,33,428,Tablet,Facebook,15,26,1
3562,23,49,181,Mobile,Facebook,3,27,0
28,13,32,371,Desktop,Instagram,17,21,0
2252,14,72,386,Desktop,GoogleAds,13,41,1
2387,14,2,365,Mobile,Instagram,5,28,1
1969,16,1,182,Desktop,GoogleAds,10,15,1
2232,38,3,340,Tablet,Instagram,16,34,1
1011,39,15,491,Mobile,Facebook,7,18,1
458,26,53,495,Mobile,GoogleAds,2,29,0
1958,26,32,461,Tablet,Facebook,2,14,0
955,1,8,218,Tablet,Organic,16,4,1
1387,32,56,163,Tablet,Facebook,3,30,0
1532,15,39,46,Mobile,GoogleAds,18,42,1
150,21,51,456,Tablet,Organic,7,30,0
2815,18,81,92,Desktop,Instagram,16,8,1
1930,30,15,105,Desktop,Email,4,12,1
2987,13,7,207,Tablet,GoogleAds,10,42,1
102,24,86,439,Desktop,Email,11,20,0
248,30,59,498,Desktop,Email,14,45,0
214,2,35,328,Mobile,Organic,11,30,0
2617,19,2,139,Tablet,Instagram,6,0,1
1466,25,14,29,Desktop,Facebook,2,40,0
254,14,96,251,Tablet,Organic,9,12,0
841,6,81,453,Tablet,Instagram,15,33,1
3398,12,22,191,Desktop,Facebook,0,35,0
2982,20,2,47,Desktop,Facebook,10,15,1
304,23,29,367,Mobile,Instagram,16,9,0
2697,30,44,251,Mobile,Facebook,13,37,1
865,30,16,263,Mobile,GoogleAds,17,40,1
3363,38,57,373,Desktop,GoogleAds,11,33,1
2074,30,57,64,Mobile,Organic,15,24,1
80,30,95,338,Tablet,Facebook,7,0,0
1302,36,56,320,Mobile,Facebook,2,11,0
1358,34,6,348,Mobile,Instagram,10,21,1
314,16,38,268,Mobile,GoogleAds,14,21,0
3532,24,77,12,Tablet,Email,3,47,0
1040,14,57,292,Tablet,Organic,15,1,1
1347,26,55,29,Desktop,GoogleAds,16,44,1
826,8,14,139,Mobile,Instagram,13,7,1
1136,14,43,437,Tablet,Organic,1,32,0
830,31,11,454,Tablet,Email,14,4,1
202,2,7,85,Tablet,Organic,7,9,0
1786,4,79,74,Desktop,GoogleAds,12,2,1
538,1,40,251,Desktop,Email,2,10,0
2228,20,33,224,Desktop,Instagram,3,29,0
260,14,45,47,Mobile,Organic,3,27,0
1798,25,87,417,Tablet,GoogleAds,3,4,0
3468,25,28,81,Desktop,Instagram,1,11,0
3288,3,15,451,Desktop,Email,12,43,1
2598,5,4,121,Tablet,Organic,7,44,1
2036,38,4,43,Tablet,Facebook,8,28,1
2473,26,29,146,Mobile,GoogleAds,0,25,0
2851,38,49,74,Mobile,GoogleAds,0,28,0
1413,38,4,53,Mobile,Facebook,8,28,1
1177,4,12,233,Desktop,Instagram,10,13,1
2082,7,98,295,Desktop,GoogleAds,15,35,1
2725,30,48,363,Tablet,Instagram,3,34,0
1106,30,88,200,Mobile,Email,14,48,1
2689,19,49,162,Tablet,Facebook,6,7,1
1857,39,13,37,Mobile,Instagram,1,15,0
3174,35,45,425,Mobile,Email,9,42,1
514,33,89,97,Mobile,Organic,16,4,0
1631,33,81,49,Mobile,GoogleAds,10,15,1
2393,14,83,384,Tablet,Facebook,18,40,1
2482,38,33,10,Tablet,Organic,9,12,1
2556,10,70,40,Desktop,Organic,3,7,0
1397,28,46,402,Mobile,Organic,12,25,1
3004,14,59,153,Tablet,Instagram,0,4,0
2687,36,73,106,Mobile,GoogleAds,6,8,1
1232,38,78,41,Mobile,Facebook,8,37,1
727,16,80,164,Desktop,GoogleAds,0,1,0
3494,21,10,258,Desktop,GoogleAds,17,6,1
348,28,97,211,Tablet,GoogleAds,17,29,0
668,33,90,202,Tablet,Email,15,16,1
971,6,84,433,Desktop,Email,15,43,1
438,15,94,195,Tablet,Email,4,30,0
908,3,49,53,Tablet,Email,13,0,1
148,35,3,147,Desktop,GoogleAds,0,27,0
2999,14,40,499,Mobile,GoogleAds,5,29,1
551,2,58,282,Mobile,Facebook,5,46,0
2114,29,59,310,Desktop,Facebook,11,30,1
1265,4,80,243,Mobile,Facebook,17,23,1
2715,26,61,51,Mobile,Facebook,8,30,1
2492,12,83,495,Desktop,Facebook,15,10,1
393,2,24,409,Tablet,Email,14,41,0
2617,17,86,114,Desktop,GoogleAds,1,15,0
203,35,78,273,Desktop,Facebook,4,8,0
2591,10,32,458,Mobile,Instagram,12,29,1
2575,22,18,120,Desktop,Facebook,18,11,1
2773,21,56,189,Mobile,Facebook,0,46,0
2808,15,14,46,Desktop,GoogleAds,15,15,1
2242,35,40,243,Tablet,Email,6,32,1
