EmployeeID,Age,Gender,Department,JobRole,EducationLevel,MaritalStatus,YearsAtCompany,YearsInCurrentRole,MonthlyIncome,SalaryHikePercent,TrainingHoursLastYear,PerformanceRating,WorkLifeBalance,JobSatisfaction,EnvironmentSatisfaction,Overtime,RemoteWork,BusinessTravel,AbsentDaysLastYear,ProjectsHandled,ManagerFeedbackScore,PromotionLast3Years,EmployeeAttrition
EMP_121424,29,Male,Marketing,Developer,PhD,Married,10,8,64948.51,11.33,21,2.77,4.46,2.27,3.28,No,No,Frequently,5,3,2.74,No,Yes
EMP_127723,23,Male,HR,Manager,MBA,Single,23,11,109787.38,5.76,26,2.61,4.18,3.28,3.36,No,Yes,Frequently,6,7,3.49,Yes,No
EMP_123571,44,Female,Engineering,Consultant,Diploma,Divorced,15,8,68221.17,3.68,16,3.82,3.69,2.71,2.71,Yes,No,Frequently,9,4,4.18,No,No
EMP_121044,52,Male,engineering,Team Lead,Master,Divorced,20,9,74751.87,6.21,18,3.51,1.82,5.0,2.14,Yes,Yes,Frequently,5,1,3.33,Yes,Yes
EMP_104959,22,Female,Engineering,Analyst,Master,Single,13,1,69272.79,12.89,19,3.83,2.94,2.63,3.73,No,No,Frequently,6,5,2.83,No,Yes
EMP_102111,51,Female,Marketing,Executive,Master,Married,2,0,51587.94,10.35,22,4.81,1.65,3.25,3.99,Yes,No,frequently,7,5,3.46,No,No
EMP_105938,24,Male,HR,Administrator,PhD,Divorced,0,7,25054.1,7.31,21,3.59,4.57,4.49,3.32,No,No,Rarely,4,11,2.05,No,No
EMP_110252,58,Female,Finance,Team Lead,Diploma,Divorced,1,5,66344.85,10.55,13,3.22,1.97,4.47,3.78,No,No,Rarely,8,5,2.73,No,No
EMP_105082,48,Female,Engineering,Analyst,Bachelor,Married,3,11,56538.34,7.13,24,4.81,3.48,5.0,4.13,No,No,Frequently,2,2,3.82,No,No
EMP_106146,30,Male,Marketing,Administrator,MBA,Single,15,4,98326.84,15.02,20,2.69,4.42,5.0,3.17,Yes,No,Frequently,6,5,3.56,No,No
EMP_121427,55,Male,Engineering,Executive,Bachelor,Married,20,7,110444.87,13.87,21,2.79,1.79,3.76,2.51,Yes,Yes,Rarely,7,1,4.67,Yes,Yes
EMP_102122,36,Male,Engineering,Team Lead,MBA,Married,8,10,32286.28,14.1,20,4.39,2.92,5.0,3.3,Yes,No,Frequently,5,8,3.79,Yes,Yes
EMP_102693,55,Female,Sales,Consultant,Bachelor,Married,1,12,88927.07,12.38,21,4.66,3.05,3.85,3.79,No,No,Frequently,8,7,2.57,No,No
EMP_115842,34,Male,HR,Developer,MBA,Single,22,3,15000.0,12.19,22,2.23,3.84,4.93,2.77,Yes,Yes,Non-Travel,6,6,2.8,No,No
EMP_117763,35,Male,Marketing,Manager,PhD,Divorced,24,2,79008.98,19.01,23,3.96,2.49,3.58,3.31,No,Yes,Rarely,6,7,4.59,No,No
EMP_121288,21,Male,Operations,Consultant,Bachelor,Married,20,8,74640.41,0.57,15,3.38,2.04,2.4,2.26,Yes,Yes,Frequently,9,3,4.29,Yes,Yes
EMP_122935,34,Male,HR,Developer,PhD,Single,5,12,113437.97,4.52,27,1.64,1.81,4.2,4.44,No,No,Frequently,5,5,3.92,No,Yes
EMP_123340,47,Male,Sales,Consultant,Diploma,Divorced,23,12,94517.25,10.1,28,3.34,,3.61,5.0,No,Yes,Non-Travel,4,4,2.8,No,No
EMP_128456,53,Male,Operations,Developer,Diploma,Divorced,10,3,62524.54,10.84,15,3.21,1.52,2.68,3.23,Yes,No,Frequently,9,5,3.01,No,No
EMP_111066,33,Male,HR,Team Lead,PhD,Divorced,8,12,73313.98,14.93,21,5.0,2.83,3.98,4.45,No,No,Rarely,12,4,4.72,No,No
EMP_113306,36,Female,Sales,Team Lead,PhD,Single,13,14,63159.66,1.76,18,3.16,3.45,3.38,5.0,Yes,No,Rarely,3,9,3.4,Yes,Yes
EMP_127682,59,Male,Sales,Executive,MBA,Single,20,0,26084.82,2.82,19,4.45,1.76,4.7,3.29,No,No,Frequently,4,9,3.7,No,Yes
EMP_112309,37,Male,Support,Consultant,Diploma,Divorced,5,5,66924.42,15.14,15,2.39,2.2,3.91,4.69,Yes,Yes,Rarely,4,4,2.47,No,Yes
EMP_120952,26,Female,Support,Team Lead,PhD,Single,8,6,129949.05,17.24,19,3.86,3.2,3.41,3.82,No,No,Rarely,10,2,4.77,No,No
EMP_126305,35,Female,HR,Manager,PhD,Single,15,5,93121.78,5.29,24,3.6,2.8,2.26,1.0,Yes,Yes,Non-Travel,7,2,,Yes,Yes
EMP_110063,23,Female,Sales,Manager,Diploma,Single,3,6,80296.94,10.49,15,3.5,1.79,2.53,3.2,No,No,Rarely,4,5,4.6,No,Yes
EMP_106451,40,Female,Operations,Consultant,Bachelor,Divorced,11,2,79480.69,10.72,15,2.78,3.05,5.0,2.81,No,No,frequently,6,3,3.62,No,No
EMP_119099,40,Male,Operations,Executive,Bachelor,Divorced,23,2,61587.85,16.97,30,2.67,3.79,,3.75,No,Yes,Frequently,4,7,4.64,No,No
EMP_108856,33,Male,Marketing,Team Lead,Master,Divorced,15,11,112651.46,16.32,15,2.77,2.91,3.6,3.6,No,No,Frequently,8,9,3.09,Yes,No
EMP_123859,22,Female,Support,Administrator,Bachelor,Single,11,6,78982.47,17.13,20,4.51,3.07,4.61,2.46,Yes,No,Non-Travel,5,9,3.02,No,Yes
EMP_100777,23,Male,Operations,Manager,MBA,Single,20,2,843644.0,19.16,20,3.04,2.76,2.02,2.07,Yes,No,Rarely,5,3,2.71,No,No
EMP_108208,59,Male,Finance,Team Lead,Master,Single,7,6,44278.63,8.39,23,4.24,2.54,1.72,4.06,Yes,Yes,Non-Travel,6,5,3.23,No,No
EMP_105314,44,Male,Marketing,Developer,MBA,Divorced,4,3,41153.51,14.75,22,4.8,3.0,3.03,2.17,No,No,Non-Travel,5,3,,No,No
EMP_123629,24,Male,Marketing,Manager,Master,Single,19,2,92969.35,16.19,18,2.73,3.51,2.52,3.35,No,No,Frequently,7,5,3.29,No,No
EMP_128629,59,Male,Engineering,Executive,PhD,Married,7,8,,10.6,17,2.95,,1.87,3.4,Yes,Yes,Rarely,8,3,2.98,No,Yes
EMP_115086,48,Female,HR,Consultant,Bachelor,Married,15,13,88080.98,15.18,21,4.73,5.0,2.94,4.46,Yes,No,Rarely,7,7,2.2,No,Yes
EMP_105018,35,Female,Marketing,Team Lead,PhD,Married,6,12,110851.97,10.83,23,2.96,1.57,3.83,5.0,Yes,No,Rarely,3,5,2.52,No,Yes
EMP_128565,59,Male,Sales,Executive,PhD,Married,7,10,78095.71,19.04,16,4.22,3.87,5.0,3.38,No,Yes,Rarely,8,3,2.56,No,No
EMP_111640,28,Female,Finance,Administrator,PhD,Married,11,11,47034.29,10.53,21,2.96,3.06,4.23,4.72,Yes,Yes,Non-Travel,4,7,3.68,No,No
EMP_126964,35,Male,HR,Consultant,Bachelor,Single,3,12,36390.72,14.34,16,5.0,4.01,4.37,2.23,Yes,No,Non-Travel,2,6,2.93,Yes,Yes
EMP_104329,46,Male,Finance,Analyst,Diploma,Divorced,14,5,75240.97,6.16,26,3.58,2.29,4.01,3.36,Yes,No,frequently,3,5,2.96,No,Yes
EMP_103708,25,Female,Finance,Analyst,PhD,Divorced,10,10,53288.95,6.86,25,4.38,4.07,3.93,3.58,No,No,Rarely,4,9,3.37,No,Yes
EMP_104934,47,Female,Finance,Executive,PhD,Single,10,13,112605.19,12.45,20,3.19,2.05,3.68,3.05,No,No,Rarely,8,2,3.91,Yes,Yes
EMP_113932,30,Male,HR,Developer,PhD,Divorced,16,10,94231.74,11.64,16,3.56,1.79,4.02,2.4,No,No,Rarely,7,6,4.84,No,No
EMP_123066,59,Male,HR,Consultant,Diploma,Divorced,6,12,51959.38,8.79,16,2.85,2.68,3.01,2.73,No,No,Rarely,4,4,4.47,No,No
EMP_118923,38,Female,Sales,Consultant,Diploma,Married,15,11,67884.18,14.76,18,3.27,2.35,2.75,2.29,No,Yes,Non-Travel,7,5,5.0,Yes,No
EMP_114699,23,Female,Finance,Manager,Master,Married,13,4,97124.87,7.29,17,4.29,3.54,1.96,3.25,No,No,Frequently,8,4,3.46,No,No
EMP_108300,57,Male,Operations,Developer,PhD,Married,20,14,60958.03,19.46,16,4.87,,,2.94,Yes,Yes,Frequently,4,4,3.4,No,No
EMP_128699,51,Male,Sales,Manager,MBA,Married,16,6,49119.51,1.46,16,4.47,2.5,4.1,4.28,Yes,Yes,Rarely,7,5,2.37,Yes,No
EMP_109087,58,Female,HR,Manager,MBA,Divorced,9,13,107404.62,0.0,14,3.39,2.11,1.85,4.69,No,Yes,Rarely,5,2,3.34,No,Yes
EMP_111196,56,Female,Sales,Analyst,PhD,Divorced,14,14,518455.92,15.47,19,4.63,2.35,1.0,3.55,No,Yes,Non-Travel,7,4,4.75,Yes,Yes
EMP_126145,40,Male,Engineering,Executive,MBA,Married,12,12,20624.67,13.32,14,3.96,2.42,3.6,3.48,No,Yes,Non-Travel,4,6,4.5,No,No
EMP_109964,55,Male,HR,Manager,Diploma,Divorced,10,12,22185.7,12.1,22,4.42,3.25,3.88,2.99,No,No,Frequently,11,5,3.18,No,No
EMP_127954,56,Male,Operations,Manager,Diploma,Single,18,5,60294.13,6.56,20,5.0,4.44,2.36,3.53,No,No,Rarely,7,2,5.0,No,Yes
EMP_115142,45,Female,HR,Analyst,Master,Divorced,16,0,115508.57,8.37,22,2.06,2.35,4.37,4.35,No,No,Non-Travel,8,6,3.95,Yes,No
EMP_102044,44,Female,HR,Consultant,Diploma,Single,7,4,556040.48,1.21,18,2.33,3.37,4.62,3.71,Yes,Yes,Frequently,6,5,,No,No
EMP_112915,48,Female,Support,Consultant,PhD,Divorced,10,10,113905.27,12.18,22,3.43,3.65,3.29,2.17,No,Yes,Rarely,2,5,4.55,No,Yes
EMP_120342,53,Female,Support,Administrator,PhD,Divorced,0,6,48304.78,14.79,33,4.29,3.47,2.25,4.67,No,Yes,Non-Travel,8,7,3.68,No,No
EMP_112869,52,Female,Finance,Consultant,Bachelor,Married,10,10,31472.08,15.8,25,4.47,2.7,3.68,2.99,No,No,Rarely,3,5,2.33,No,No
EMP_110647,28,Female,Finance,Manager,Master,Married,11,8,57879.04,8.93,23,3.79,,2.57,3.72,No,No,Rarely,3,4,3.76,No,No
EMP_120943,39,Female,Support,Team Lead,Bachelor,Married,3,12,146380.79,11.47,21,2.58,2.51,3.56,3.86,No,Yes,Rarely,5,4,,Yes,No
EMP_102534,42,Female,Support,Manager,PhD,Single,23,3,106429.44,12.24,10,2.67,2.33,3.94,2.94,Yes,Yes,Non-Travel,4,8,2.8,No,No
EMP_105637,38,Male,Finance,Manager,Diploma,Single,17,3,73567.26,16.25,22,3.47,,1.71,2.95,Yes,No,Non-Travel,4,4,3.94,No,Yes
EMP_101774,45,Female,HR,Consultant,Bachelor,Divorced,12,10,78853.18,8.39,22,5.0,3.47,3.29,3.76,No,Yes,Non-Travel,6,8,2.95,No,No
EMP_117010,32,Female,Marketing,Developer,Master,Single,19,2,45997.13,13.06,20,3.52,2.83,2.86,2.65,No,No,Rarely,9,4,4.27,No,No
EMP_121518,30,Male,HR,Administrator,Diploma,Married,2,1,74926.83,9.34,29,3.42,4.1,,5.0,No,No,Frequently,7,2,4.46,Yes,No
EMP_117781,50,Male,Sales,Administrator,PhD,Divorced,13,3,109416.64,10.74,25,2.54,3.33,3.72,3.28,Yes,No,Frequently,7,5,3.93,No,No
EMP_126478,28,Female,Marketing,Team Lead,Bachelor,Divorced,15,2,34136.21,20.07,19,2.73,1.61,3.02,2.43,No,No,Non-Travel,3,4,4.13,No,No
EMP_119203,44,Male,Finance,Administrator,Diploma,Single,16,7,19383.06,6.05,17,3.69,2.66,4.32,1.96,No,No,Non-Travel,8,4,3.79,Yes,No
EMP_121356,50,Male,Engineering,Consultant,Diploma,Single,21,12,66659.12,6.3,16,3.33,3.15,3.88,4.02,No,Yes,Frequently,4,4,3.65,No,Yes
EMP_129564,24,Male,Engineering,Consultant,Bachelor,Married,5,4,85843.79,10.37,19,3.36,3.99,3.21,3.7,Yes,No,Non-Travel,7,5,5.0,No,No
EMP_127287,33,Female,Support,Executive,PhD,Single,18,11,109599.92,16.6,18,2.68,2.32,4.38,3.04,No,No,Rarely,6,5,2.66,No,Yes
EMP_101862,38,Male,Marketing,Administrator,Master,Single,20,1,82071.87,6.71,16,2.94,3.42,2.22,4.22,Yes,No,Non-Travel,6,4,3.47,No,Yes
EMP_115185,41,Male,Marketing,Administrator,PhD,Single,3,5,101525.77,14.25,17,3.77,3.52,5.0,3.85,No,Yes,Non-Travel,9,6,5.0,Yes,No
EMP_127083,44,Male,Sales,Developer,Bachelor,Married,0,12,72132.54,10.92,21,2.75,4.68,5.0,3.93,No,No,Rarely,8,5,3.76,No,No
EMP_104309,21,Female,Operations,Executive,PhD,Married,24,1,129553.08,16.81,20,2.57,4.31,,3.23,No,Yes,Non-Travel,10,2,3.08,No,No
EMP_124286,45,Male,HR,Manager,PhD,Divorced,15,0,20155.36,4.48,14,1.79,1.45,4.09,2.47,No,No,Rarely,6,3,3.04,No,Yes
EMP_106528,28,Female,HR,Developer,PhD,Divorced,9,7,63387.55,12.67,17,2.94,3.85,4.99,4.09,Yes,No,Rarely,8,4,4.19,No,No
EMP_120470,44,Male,Engineering,Consultant,MBA,Single,7,9,127895.29,15.65,22,2.57,3.16,2.72,3.11,No,No,Rarely,4,8,4.59,No,No
EMP_102765,41,Male,Marketing,Consultant,Bachelor,Divorced,1,1,73105.42,5.0,22,3.55,3.97,3.27,5.0,No,No,Rarely,6,7,3.58,Yes,No
EMP_105827,52,Male,Sales,Administrator,PhD,Married,13,3,15000.0,10.27,22,1.12,4.89,2.36,1.78,No,Yes,Frequently,11,4,4.54,No,No
EMP_117121,53,Male,Engineering,Team Lead,Master,Married,7,14,112200.76,15.06,20,3.98,3.86,1.65,3.31,No,Yes,Rarely,3,8,4.6,No,Yes
EMP_118263,58,Female,Operations,Analyst,PhD,Married,22,9,15000.0,18.39,25,3.11,3.17,3.26,5.0,No,Yes,Non-Travel,9,5,4.67,No,No
EMP_106569,59,Male,Operations,Executive,PhD,Divorced,16,7,42041.16,5.79,18,3.07,3.8,3.7,2.48,No,Yes,Rarely,2,7,2.53,No,No
EMP_105809,27,Female,Operations,Developer,Master,Married,19,12,65845.98,3.47,14,4.05,2.78,3.7,2.48,No,No,Frequently,8,5,4.55,No,Yes
EMP_127503,49,Female,Operations,Manager,Bachelor,Single,2,3,59392.18,5.11,24,3.69,2.2,5.0,4.11,No,No,Non-Travel,7,0,3.19,No,No
EMP_104563,38,Male,Marketing,Executive,PhD,Divorced,1,8,100291.82,19.73,16,3.06,2.34,2.88,5.0,No,No,Frequently,9,4,4.9,No,No
EMP_101389,27,Female,Operations,Team Lead,Master,Married,20,2,,8.03,15,2.81,5.0,3.06,3.28,No,No,Rarely,5,7,3.51,Yes,No
EMP_109128,54,Male,Support,Team Lead,Diploma,Single,15,2,15000.0,6.21,21,4.45,1.0,4.31,1.13,No,No,Non-Travel,9,3,2.6,No,Yes
EMP_114142,33,Female,Engineering,Developer,MBA,Married,9,14,42535.31,7.6,23,3.17,3.25,4.59,2.19,Yes,No,Non-Travel,8,4,3.57,No,No
EMP_117564,59,Female,Marketing,Administrator,Bachelor,Single,4,13,,12.75,25,1.22,2.74,1.93,4.17,No,Yes,Rarely,2,4,3.11,No,Yes
EMP_102503,48,Female,HR,Consultant,Bachelor,Married,20,1,52446.9,7.54,23,3.26,3.73,3.22,4.79,Yes,No,Non-Travel,5,5,3.59,No,Yes
EMP_120151,26,Female,Engineering,Analyst,Bachelor,Divorced,24,8,34836.78,14.5,29,3.9,3.55,3.52,3.0,No,No,Rarely,4,7,1.94,No,No
EMP_128600,30,Female,Finance,Executive,MBA,Divorced,13,10,93135.83,21.21,20,3.91,4.4,2.18,2.18,No,No,Frequently,3,6,2.88,No,Yes
EMP_129326,52,Female,Finance,Administrator,Diploma,Divorced,18,10,126616.03,10.24,17,1.96,2.4,2.39,3.24,No,No,Rarely,1,3,3.73,No,Yes
EMP_101343,23,Female,HR,Manager,Bachelor,Divorced,14,11,79716.6,8.46,19,4.35,5.0,1.87,3.64,Yes,Yes,Rarely,4,4,2.3,No,No
EMP_100684,35,Female,HR,Manager,PhD,Married,6,9,65451.11,9.99,20,3.03,2.0,2.69,2.96,Yes,No,Rarely,4,7,1.82,No,Yes
EMP_128573,54,Female,Operations,Team Lead,Master,Single,18,14,,7.45,23,2.21,2.7,2.96,3.4,No,No,Non-Travel,2,5,3.46,No,Yes
EMP_102823,33,Female,Finance,Analyst,PhD,Married,9,12,82147.49,20.06,19,5.0,3.53,5.0,3.64,Yes,No,Non-Travel,3,6,5.0,No,No
EMP_102584,52,Female,Marketing,Manager,PhD,Divorced,17,9,104267.77,9.97,23,3.67,3.56,,4.47,Yes,Yes,Rarely,9,7,3.65,No,No
EMP_101504,37,Female,Finance,Consultant,MBA,Married,2,4,96193.74,14.36,22,4.79,1.65,2.55,4.3,No,No,Rarely,5,4,4.03,Yes,Yes
EMP_126542,24,Male,HR,Manager,MBA,Single,1,9,126541.7,10.12,14,3.74,4.16,5.0,3.02,Yes,No,Non-Travel,6,6,4.54,No,No
EMP_117237,26,Female,Support,Manager,MBA,Divorced,16,0,83222.94,20.27,13,3.2,2.76,2.77,3.73,Yes,Yes,Rarely,2,4,,No,No
EMP_122292,31,Male,Operations,Consultant,PhD,Divorced,7,11,101433.39,25.54,20,3.07,2.22,1.97,2.3,Yes,No,Frequently,7,7,3.16,No,Yes
EMP_127579,40,Male,Sales,Consultant,Diploma,Divorced,4,13,25322.54,14.18,14,2.74,2.99,3.22,3.84,Yes,No,Rarely,9,3,3.66,Yes,Yes
EMP_108803,31,Female,HR,Executive,PhD,Married,5,12,117231.15,19.11,17,3.29,2.34,2.62,3.45,Yes,Yes,Frequently,4,2,3.71,No,Yes
EMP_101861,50,Female,HR,Executive,Master,Single,20,0,108722.17,20.04,17,2.52,3.68,4.38,3.48,No,No,Rarely,8,7,4.68,No,No
EMP_115421,39,Male,Support,Executive,MBA,Married,5,13,111230.01,10.36,17,1.89,2.1,3.61,3.95,No,Yes,Non-Travel,8,10,3.98,No,No
EMP_113958,44,Male,Operations,Consultant,Diploma,Divorced,14,7,82845.02,13.9,15,3.97,5.0,1.84,4.45,No,No,Frequently,9,4,3.07,No,Yes
EMP_127513,29,Male,Engineering,Executive,Diploma,Single,20,13,83980.1,3.56,16,3.08,4.75,2.3,4.24,No,Yes,Non-Travel,7,8,3.49,No,Yes
EMP_105745,38,Male,Support,Analyst,Bachelor,Divorced,16,8,47936.05,11.52,25,2.79,4.0,2.72,2.93,No,Yes,Rarely,3,2,2.85,No,No
EMP_110131,36,Male,HR,Analyst,MBA,Single,10,7,79657.89,11.43,19,3.44,3.54,4.19,3.37,No,Yes,Non-Travel,6,7,3.7,No,No
EMP_113366,52,Female,HR,Developer,MBA,Divorced,7,14,67208.67,20.84,24,4.01,2.51,,2.21,No,No,Non-Travel,9,5,3.14,No,Yes
EMP_111702,47,Male,HR,Executive,Diploma,Single,7,10,122732.37,18.67,26,4.09,1.81,3.95,1.26,Yes,No,Frequently,3,4,3.16,Yes,No
EMP_112862,56,Male,HR,Consultant,Bachelor,Married,7,10,46860.65,12.73,18,2.61,2.59,3.95,2.73,No,Yes,Non-Travel,5,6,2.77,Yes,No
EMP_112181,44,Male,Operations,Manager,Diploma,Divorced,8,5,126469.83,16.62,21,1.36,2.36,3.3,4.22,No,No,Rarely,6,3,4.43,No,No
EMP_113695,49,Male,HR,Developer,Master,Single,3,11,71153.95,10.36,17,3.78,3.09,2.84,2.21,No,No,Frequently,7,6,4.31,No,Yes
EMP_106994,34,Female,Support,Consultant,MBA,Single,19,0,138668.87,15.46,26,3.24,3.29,5.0,4.35,No,No,Frequently,6,6,,No,No
EMP_124996,53,Female,Sales,Analyst,MBA,Divorced,4,4,75169.66,7.51,21,4.67,3.29,2.86,3.96,Yes,No,Non-Travel,6,4,4.64,No,Yes
EMP_120836,43,Female,Engineering,Consultant,PhD,Single,11,8,100525.46,17.04,30,4.06,4.62,5.0,3.66,No,Yes,Frequently,5,4,1.0,No,No
EMP_105997,46,Male,HR,Developer,MBA,Divorced,19,7,109780.13,18.49,27,2.8,1.0,4.48,2.25,No,No,Rarely,3,6,3.73,Yes,Yes
EMP_105476,26,Female,Marketing,Executive,MBA,Married,1,4,15000.0,19.59,20,2.4,1.87,4.59,2.51,No,No,Non-Travel,1,4,4.29,No,Yes
EMP_119192,56,Female,Engineering,Developer,Diploma,Single,18,3,32712.52,18.3,16,4.17,2.53,2.37,3.71,No,Yes,Non-Travel,6,6,3.64,No,Yes
EMP_118950,49,Female,Operations,Developer,PhD,Single,1,13,64907.13,14.07,23,1.99,2.29,3.26,4.36,No,No,Frequently,7,4,3.47,No,Yes
EMP_127277,21,Male,Marketing,Executive,Diploma,Single,11,14,92799.06,10.9,15,3.47,3.06,2.98,4.04,No,Yes,Rarely,5,8,3.05,No,No
EMP_106873,37,Female,HR,Executive,Bachelor,Divorced,13,1,39622.31,9.88,19,3.61,2.23,3.83,3.9,No,No,Non-Travel,7,8,4.64,No,No
EMP_117207,56,Male,HR,Executive,PhD,Single,4,6,55769.6,9.29,18,4.08,3.62,3.9,3.81,No,No,frequently,3,4,5.0,No,No
EMP_104619,37,Female,Sales,Analyst,Diploma,Divorced,24,6,45827.05,15.68,24,2.46,3.56,3.04,2.8,No,No,Non-Travel,6,4,3.0,No,Yes
EMP_108787,34,Female,Finance,Analyst,Diploma,Single,0,4,65397.38,7.05,11,2.05,4.36,2.45,4.53,No,No,Frequently,11,5,5.0,No,Yes
EMP_129570,27,Male,Operations,Executive,Diploma,Divorced,12,4,109449.49,11.42,17,3.47,2.15,,3.28,Yes,No,Rarely,5,7,3.09,No,No
EMP_115574,21,Male,Marketing,Consultant,Bachelor,Divorced,19,4,97653.1,13.01,20,4.35,2.3,4.92,4.62,Yes,No,Rarely,6,2,2.61,No,No
EMP_124860,47,Female,Marketing,Consultant,Diploma,Single,13,12,29425.95,10.65,20,3.93,4.59,2.68,2.05,Yes,No,Rarely,7,7,3.78,No,Yes
EMP_121812,40,Male,Operations,Consultant,PhD,Divorced,12,10,81235.34,8.02,14,3.19,1.88,3.12,1.9,Yes,No,Rarely,6,6,2.89,No,Yes
EMP_125309,42,Male,Sales,Developer,Bachelor,Married,24,10,98143.53,5.21,20,2.68,,4.84,3.55,Yes,No,Rarely,5,5,3.5,No,Yes
EMP_122105,38,Male,Marketing,Consultant,MBA,Single,21,12,70519.18,14.69,24,3.14,3.05,4.94,3.86,No,No,Non-Travel,5,3,2.5,No,No
EMP_115117,41,Male,Support,Manager,Diploma,Single,24,5,105586.17,11.94,22,4.59,1.86,4.09,4.86,No,Yes,Frequently,5,5,5.0,No,No
EMP_120901,42,Male,Operations,Administrator,Master,Single,12,12,66627.2,14.47,17,2.77,,2.97,3.66,No,No,frequently,5,10,2.8,No,No
EMP_105723,53,Female,Operations,Executive,MBA,Single,20,8,98381.69,8.8,21,5.0,2.91,3.86,3.02,Yes,No,Rarely,10,6,4.99,No,Yes
EMP_113577,42,Female,Marketing,Administrator,Diploma,Married,17,10,80707.21,15.82,13,3.06,1.94,1.72,3.83,Yes,Yes,Rarely,2,2,1.93,No,No
EMP_114501,27,Male,Support,Team Lead,MBA,Married,16,7,67725.71,10.6,16,3.5,2.79,1.0,2.44,No,Yes,Rarely,7,3,3.39,No,Yes
EMP_124687,39,Female,Sales,Team Lead,MBA,Married,15,13,40164.78,14.95,27,3.45,3.61,2.6,3.52,No,No,Rarely,7,5,3.3,Yes,No
EMP_127645,45,Male,Engineering,Consultant,PhD,Divorced,6,3,85940.55,8.83,19,1.32,2.32,1.95,2.41,Yes,Yes,Non-Travel,7,7,1.09,No,Yes
EMP_109412,34,Male,Operations,Executive,Diploma,Divorced,5,10,54723.18,10.84,16,3.28,3.8,1.87,3.15,No,Yes,Rarely,6,3,4.24,No,No
EMP_124470,21,Male,Sales,Consultant,Bachelor,Single,20,3,80881.07,24.26,19,3.33,5.0,2.36,1.9,No,Yes,Rarely,5,8,4.07,No,No
EMP_100761,45,Male,Support,Team Lead,Diploma,Married,0,7,99678.38,15.86,20,4.87,3.3,4.56,2.86,Yes,No,Rarely,6,1,4.11,No,Yes
EMP_127134,59,Male,HR,Administrator,MBA,Single,23,9,63718.45,12.7,23,3.55,1.8,3.54,3.7,No,No,Rarely,3,5,4.93,No,Yes
EMP_100192,31,Female,Engineering,Executive,Bachelor,Married,21,7,54282.36,15.76,18,3.48,3.04,3.16,3.77,No,No,Rarely,8,5,3.59,Yes,No
EMP_117916,54,Male,Support,Manager,Diploma,Married,13,13,78468.85,8.09,25,4.64,3.34,4.15,3.32,No,Yes,Rarely,8,5,4.31,Yes,Yes
EMP_127896,49,Female,Finance,Executive,PhD,Divorced,21,14,114812.93,10.18,25,3.36,3.23,1.87,4.46,No,No,Frequently,7,7,4.89,Yes,No
EMP_107117,48,Female,Marketing,Administrator,Bachelor,Divorced,1,10,39835.75,12.77,21,3.23,1.61,3.98,3.29,Yes,Yes,Rarely,7,2,4.55,No,Yes
EMP_102138,47,Female,Support,Administrator,Bachelor,Divorced,10,13,62169.84,3.58,18,1.45,3.19,3.81,3.18,No,No,Frequently,6,1,3.09,No,Yes
EMP_117758,31,Female,Operations,Analyst,Diploma,Divorced,14,5,21956.69,6.83,22,4.24,4.06,,2.35,No,Yes,Rarely,9,3,3.96,No,No
EMP_122764,41,Female,Sales,Developer,Diploma,Single,11,6,126518.37,2.74,20,3.76,3.77,2.56,3.87,No,Yes,Rarely,10,3,3.46,No,No
EMP_113869,34,Male,Finance,Team Lead,Bachelor,Divorced,6,1,119124.17,10.08,12,3.66,4.34,1.95,4.05,No,No,Rarely,5,3,3.18,No,No
EMP_102832,59,Female,Finance,Team Lead,MBA,Single,7,9,86995.9,11.67,20,2.75,3.2,2.85,4.66,No,No,Frequently,3,4,3.02,No,No
EMP_123351,35,Female,HR,Team Lead,PhD,Divorced,21,11,,7.71,28,2.7,4.46,2.6,3.47,No,Yes,Frequently,6,4,3.43,No,Yes
EMP_105759,44,Male,Marketing,Consultant,Diploma,Divorced,22,14,15000.0,7.68,24,2.72,4.59,4.11,2.43,Yes,Yes,Frequently,5,8,2.89,Yes,No
EMP_105845,56,Male,HR,Developer,Bachelor,Married,21,3,56462.37,9.88,11,4.02,2.19,2.6,5.0,No,No,Non-Travel,5,6,3.27,No,Yes
EMP_118069,42,Male,Marketing,Manager,MBA,Married,11,13,59547.61,14.59,16,3.0,2.0,3.01,2.73,Yes,Yes,Frequently,7,2,3.06,No,No
EMP_110922,41,Female,Marketing,Analyst,PhD,Single,21,5,84441.97,12.93,18,3.12,3.45,,4.7,Yes,Yes,Frequently,2,4,2.0,No,Yes
EMP_121310,22,Female,Support,Administrator,Bachelor,Married,7,3,56476.07,8.98,12,3.37,2.05,3.98,3.19,Yes,No,Rarely,7,5,3.42,No,Yes
EMP_123546,30,Male,Marketing,Developer,Diploma,Divorced,15,13,25176.52,17.93,21,3.71,4.6,2.91,3.44,No,Yes,Rarely,5,1,3.44,No,No
EMP_126123,55,Female,Finance,Administrator,PhD,Single,7,8,44873.69,3.03,17,3.44,2.55,3.22,3.41,No,No,Rarely,3,9,,Yes,Yes
EMP_101584,52,Male,Finance,Administrator,Diploma,Divorced,3,5,91233.54,7.11,19,2.66,2.13,5.0,2.96,No,Yes,Rarely,5,4,3.06,No,No
EMP_126366,29,Male,Sales,Consultant,Bachelor,Single,22,11,,7.16,17,3.85,3.2,3.21,3.74,No,No,Rarely,3,7,4.45,No,No
