customer_age,gender,city,customer_tenure_months,customer_segment,plan_type,contract_type,number_of_services,monthly_data_usage_gb,monthly_voice_minutes,monthly_sms_count,international_usage_flag,network_drop_rate,average_download_speed,service_outages_last_6m,support_tickets_last_12m,avg_resolution_time_hours,complaints_last_12m,mobile_app_logins_last_30d,reward_points_balance,campaign_response_rate,late_payments_last_12m,autopay_enabled,billing_disputes_last_12m,customer_lifetime_value,monthly_revenue,retention_offer_count,service_region_cluster,churn_flag
31,Male,Pune,105,Family,Prepaid,Month-to-Month,5,69.01547630457476,481.9086951798133,77,0,3.6739738596370106,103.35831585763547,3,4,15.55308639140451,2,12,14141,91.0212352910068,4,1,2,41448.14079441666,1507.4598432789885,0,14,0
57,Female,Bangalore,65,Family,Enterprise,1 Year,2,57.72276505718055,238.2332001386506,91,0,3.335022062063242,93.5671076288448,1,3,29.89013985559192,0,10,46413,30.533344783980265,1,1,2,74948.05848055087,799.5225972616867,2,9,0
56,Male,Mumbai,104,Consumer,Enterprise,1 Year,2,37.11090151166464,594.5188665064196,83,0,2.6082502616687164,65.24997851795949,2,1,5.972784784554253,3,12,16182,15.750186997344551,2,1,0,71376.85182853561,1732.7075127373062,0,45,0
52,Male,Chennai,106,Business,Postpaid,Month-to-Month,4,10.40752945676701,370.89755844067525,82,0,2.5348660660119595,74.98210421511234,1,0,12.030710579948344,4,12,25777,45.99870543460378,2,1,4,29138.097708805843,465.1632097446643,2,40,0
46,Female,Chennai,47,Premium,Prepaid,Month-to-Month,3,31.54639859650356,616.9376703370162,90,0,9.738072738189032,59.36637100680038,3,0,19.237409145072977,1,15,5772,23.879057883310107,0,0,0,52858.60563975192,1336.4456069377109,1,47,1
18,Female,Hyderabad,71,Family,Prepaid,Month-to-Month,3,38.66053275605228,705.0008168766878,75,0,6.098343275095268,59.71618577157048,2,3,3.8975269033331648,1,14,23597,57.88185337397474,1,0,1,37148.872744012086,551.865321841238,1,47,0
28,Female,Kolkata,105,Business,Unlimited,Month-to-Month,2,23.06140240826588,503.54944998702894,83,0,8.55319737880338,49.30971017689806,5,3,26.96220668295721,1,27,21303,82.88397102650762,0,1,2,41843.35670976508,1783.2150082284638,2,16,1
23,Male,Chennai,90,Business,Postpaid,1 Year,5,30.690529383423,428.2426072906608,76,0,6.887709619456235,139.25553624489737,3,2,17.04313982853208,2,18,38081,20.95786749231212,2,1,1,66861.54776907698,709.8844769386046,1,48,1
25,Male,Kolkata,7,Business,Unlimited,2 Year,3,12.348950251244334,965.5396675920564,85,0,0.0686737004257254,61.95018608692739,1,3,25.02654166030849,2,13,34011,62.63948767750792,1,1,0,33665.241570961734,706.950798289876,1,35,0
31,Female,Bangalore,116,Family,Unlimited,1 Year,5,33.62360259199476,578.8412185576103,99,0,9.082022589192167,27.34428380631995,3,2,22.16217598905152,2,19,4362,,0,1,0,43295.91771704439,1405.4058892221558,0,23,0
68,Male,Mumbai,103,Premium,Postpaid,Month-to-Month,1,47.02467864820596,862.3913542754736,67,0,1.153941894396222,63.040054303778064,1,1,9.994643314253594,2,14,18270,48.18711969767197,1,1,0,46817.68577222675,661.5902150480179,1,8,0
48,Female,Pune,36,Consumer,Postpaid,Month-to-Month,5,17.58094155689413,902.4157019415144,72,0,5.823114700391288,,0,2,41.40944649877116,0,10,25347,52.26053549092649,0,1,0,55719.77932213813,1677.540311041396,2,48,1
32,Female,Bangalore,56,Consumer,Unlimited,2 Year,4,46.54458229614576,828.2256947034755,81,0,1.4206046646556902,,1,4,26.119216795655305,0,16,16079,,0,0,1,39078.19422232588,1689.4977612398045,3,47,0
64,Female,Pune,19,Consumer,Enterprise,2 Year,4,68.82781206206863,986.0969413852188,71,0,8.474132235753636,62.86212726395281,0,0,38.2766523136446,1,15,35620,38.27903259284026,1,1,0,36507.53558146695,1030.3597853090907,1,15,0
62,Female,Pune,57,Business,Prepaid,Month-to-Month,5,38.86589555723095,665.1465686154019,88,0,6.330496706576236,104.82398028462792,0,1,33.98856326459015,1,13,15922,,1,1,0,46917.21535681677,822.5915957475213,1,49,0
46,Male,Kolkata,32,Consumer,Prepaid,2 Year,5,26.38293505818908,615.8987720322675,85,0,0.222551155291969,94.14106072834431,0,3,10.224926984262815,0,23,26675,35.29428208588396,1,0,0,52330.42381027747,1182.3186223061805,1,32,0
53,Female,Mumbai,114,Family,Prepaid,Month-to-Month,4,9.43354805667172,692.2706436274912,63,0,2.232466625874784,46.31451737211768,3,1,31.77535565695773,1,19,3441,,2,1,1,88175.49299569087,1649.196921197819,1,11,0
56,Male,Hyderabad,119,Premium,Prepaid,Month-to-Month,5,34.75460792258114,693.3753345684081,74,0,7.123592314509514,45.70387232073085,1,4,17.393566176907832,0,13,6705,52.181067153307424,0,1,0,6283.77926263812,1145.96199789613,1,8,0
58,Female,Pune,1,Business,Prepaid,2 Year,3,66.04973173658688,854.8406765977053,85,0,9.569327475376875,79.88533285021907,0,2,25.623046838424703,1,18,47370,71.66679183197157,0,1,1,57267.38803440179,1448.488998689759,1,7,0
18,Female,Mumbai,2,Premium,Postpaid,Month-to-Month,2,36.35643967113953,73.2705658096096,80,0,2.599454477057757,93.96165348500476,3,2,33.91763211244455,2,20,23396,93.8527636284877,3,0,0,54407.4814412288,1700.1455312079825,1,4,1
46,Female,Chennai,17,Family,Unlimited,Month-to-Month,4,38.35973440436182,457.8954831298947,73,0,6.0242212057108055,112.57712842879069,2,1,46.17818038560745,2,13,25363,42.04215332953485,0,0,1,41305.53564667485,1193.274474674371,1,47,1
67,Male,Chennai,99,Business,Enterprise,Month-to-Month,3,38.80189256212548,229.1453728631717,85,0,2.613014341948122,83.17107769380758,5,4,17.50291541417573,1,17,1929,56.19375664313212,1,1,1,32405.3210441058,1245.45319862283,0,48,1
40,Female,Bangalore,61,Consumer,Postpaid,Month-to-Month,4,35.73000372389334,469.5233884035648,84,0,9.208812138105245,91.27483663683458,3,0,16.613475035167426,1,15,48490,31.853724018563245,1,1,1,50475.14724559663,999.8198467477832,2,44,1
57,Male,Kolkata,20,Consumer,Postpaid,Month-to-Month,2,39.54431077218274,1003.2262315720887,89,0,0.7663140887794506,117.9321660311178,3,1,42.37875340647972,1,21,38956,35.037945382652715,2,0,2,34104.33351994345,1831.6563930617667,0,22,0
60,Male,Bangalore,28,Premium,Postpaid,1 Year,3,12.617335956324975,525.1525600829,75,1,5.089310211484434,105.63054970024066,1,2,26.00670400831557,2,11,22420,43.66592389008386,1,0,1,68182.72542010894,1201.0648506027112,0,10,0
22,Female,Delhi,39,Family,Postpaid,2 Year,4,22.45102115241407,403.8536872021946,76,0,4.640780839448718,100.43379643766838,2,1,19.50211733192276,2,12,38932,29.264310310015173,1,1,1,39735.60613685337,1435.7687304445103,1,17,0
49,Male,Hyderabad,15,Consumer,Prepaid,Month-to-Month,2,65.18628003885331,1089.0556468834689,77,0,7.97805310330908,56.99435593020791,0,2,27.71253371714745,2,16,24936,66.12726677236768,0,0,1,65711.14105136767,726.5593095919164,0,39,0
28,Male,Hyderabad,1,Premium,Prepaid,Month-to-Month,4,21.79343429320869,1264.345350000584,84,0,6.287822677478026,87.52088919156176,0,2,48.34557191417639,0,11,40173,12.735470187930996,1,1,0,37770.203797941285,1157.311917671566,1,3,1
44,Female,Hyderabad,28,Family,Enterprise,1 Year,5,41.18159886000636,617.5900605926953,56,0,7.095073141858932,86.57706893182555,1,1,28.91807191825709,2,18,2579,83.59330639894482,0,0,2,58051.319564024896,703.5112519987917,1,38,0
57,Male,Chennai,93,Consumer,Enterprise,Month-to-Month,1,31.5155168575499,883.6859261174822,93,0,4.126089179378568,52.12647327780852,4,2,11.940506134032248,1,10,41994,51.74391331706955,1,1,1,15810.542027033778,1683.3776111155455,1,46,0
60,Male,Kolkata,16,Premium,Enterprise,1 Year,1,43.5723095835964,587.0861257397203,75,0,7.217768710698826,,1,1,7.042151454760177,1,10,45541,68.10976758252983,0,1,0,34954.207426023466,692.7947068826716,0,8,0
66,Female,Chennai,65,Business,Postpaid,Month-to-Month,3,49.83525853206939,405.7581349093206,77,0,6.383174374123803,97.8048320106349,2,0,30.531140779347844,0,25,8052,38.51428703850909,0,1,0,46282.830380116095,253.1392858338444,1,25,1
70,Female,Chennai,18,Consumer,Unlimited,2 Year,4,46.915115131854016,484.3865587980081,84,0,6.197207565554806,96.4060446209653,3,2,17.156659162752067,0,14,402,57.69333862910276,2,1,0,58902.74355276847,1154.069352618115,2,6,0
50,Male,Delhi,83,Consumer,Unlimited,Month-to-Month,1,21.29686535182981,760.6319243898091,71,0,9.39123797711352,93.48171982506452,2,3,14.903636719010764,1,13,17853,4.70306959163046,3,1,0,53758.99205167368,1142.076800503498,0,38,1
23,Male,Kolkata,71,Premium,Enterprise,Month-to-Month,2,54.92973747777,770.1138300668885,89,1,7.365106901909239,,0,2,16.177827215008158,0,10,20478,93.64497977759642,0,1,0,59360.6999997137,810.2663762227895,1,43,1
40,Male,Chennai,7,Family,Prepaid,Month-to-Month,5,44.67021686233956,758.1812390578863,83,0,8.128828288716372,121.0321033874454,2,3,11.163332331158548,0,10,14636,,0,1,1,34995.91549095912,611.8072328650934,1,34,0
26,Male,Mumbai,111,Family,Prepaid,1 Year,5,51.89864951867369,884.7699156363474,79,1,2.9768046510045165,,0,2,25.846749035022263,0,21,23478,6.728988522780643,0,0,0,40517.29439396952,1352.69134924664,0,19,0
18,Female,Pune,119,Premium,Postpaid,Month-to-Month,5,34.23837206662129,1219.045202410537,80,0,2.0614780915408737,,1,3,15.52199855915696,2,16,24118,22.12186735866166,1,0,1,73900.80420945863,199.0,1,11,0
27,Male,Pune,68,Business,Enterprise,Month-to-Month,2,28.612510035586087,693.6425326011757,76,0,2.656312286492213,67.58806702517839,1,0,20.13506259228868,1,17,31475,46.860532433463305,0,1,0,54741.67207719968,959.518293354606,0,29,0
65,Male,Hyderabad,10,Business,Unlimited,Month-to-Month,1,35.461972135751815,711.2098350783149,78,0,8.900560296852385,70.97137494934543,1,2,32.46031565102991,2,15,14065,11.49096651839624,2,0,0,52524.963089598736,784.4609255097637,1,42,1
43,Female,Kolkata,41,Family,Postpaid,1 Year,2,51.45241015518909,203.91073385381844,72,0,6.534443128130837,,1,3,8.390240601459032,1,16,47922,76.54239975101221,1,0,0,51677.32504580532,1533.807836206976,1,3,0
44,Female,Pune,75,Business,Prepaid,Month-to-Month,5,114.29159787762836,902.9247765017036,72,0,8.437613162457625,86.2673042334522,0,1,18.835709398019787,0,25,44283,51.420392063308014,1,1,1,37441.01991968247,1061.8779824125606,2,27,1
20,Male,Pune,115,Premium,Enterprise,Month-to-Month,5,44.236029717123074,253.44926727345728,78,0,7.266885110373423,73.96726794762932,2,2,15.566136495028138,2,19,26698,24.17003654605844,0,1,2,60105.31231014156,1168.5217457678712,0,33,1
51,Female,Hyderabad,103,Family,Unlimited,2 Year,2,36.92394035359984,364.684203400073,87,1,1.7394289535407503,104.19288306691524,4,5,13.311675195277504,1,16,24475,22.701979915929403,2,1,1,43497.37029832411,484.2483795281676,0,37,0
51,Male,Kolkata,61,Consumer,Enterprise,2 Year,2,66.92777100152732,1149.7847642365246,85,0,8.408719221129171,81.86214256569544,4,1,15.457655273629443,2,11,20330,29.593302003092003,1,1,0,46114.47607114762,1303.5653991797878,0,12,0
23,Male,Pune,31,Family,Unlimited,Month-to-Month,2,44.42646113502231,561.2271250471169,81,0,9.203204562250887,114.28543712495392,1,2,22.22311957338293,2,17,39585,71.41921462996382,0,1,1,74151.18869874233,1524.5972703038467,0,42,0
72,Male,Hyderabad,61,Consumer,Prepaid,1 Year,1,19.184600911729856,536.6090901040762,83,0,1.6014864752441371,90.8856969468789,2,2,11.241302912099176,2,18,22908,45.7551832396913,1,1,0,36867.21465677455,2555.638593818293,2,30,0
75,Female,Kolkata,107,Family,Unlimited,Month-to-Month,3,23.000132453752464,519.155813027927,82,0,7.503333815129572,68.78741879857347,1,1,24.670975846587204,0,13,7999,99.060547175721,0,1,0,54306.73196102497,812.9509018207966,1,32,1
60,Male,Delhi,53,Premium,Prepaid,1 Year,3,39.50865820181266,674.1125229637964,84,0,4.2287840892818185,106.3225946377686,2,2,16.148308884047236,1,12,43093,69.5495963010915,0,1,0,48863.01165560422,1428.0808312327608,0,46,0
70,Female,Pune,56,Business,Postpaid,Month-to-Month,5,40.80425068698296,533.6716808165665,85,0,4.0896095972489945,79.89238368887551,0,3,22.19114717866466,1,14,24674,1.2399569758351436,3,1,0,44205.97712856238,711.1568406758653,2,11,1
24,Male,Chennai,27,Premium,Prepaid,2 Year,2,64.54447025967595,1037.7649366434484,79,1,5.896159910105885,108.56885804154317,2,3,31.414504227748168,0,14,8677,,0,1,0,33569.612583253824,1341.298708729723,2,11,0
20,Male,Pune,22,Premium,Enterprise,1 Year,1,26.820152421361836,568.9450706051608,78,1,8.195850583200084,76.7345672845328,1,0,5.208846093809644,1,18,29741,29.822235591806532,3,0,0,69840.43836354742,2370.2926929794767,0,26,1
39,Female,Chennai,97,Business,Unlimited,2 Year,1,71.09883760695678,105.69861526799212,75,1,3.737646479198795,131.6077200939621,1,3,44.51631814867034,0,10,48936,45.94333066927789,1,0,2,45557.03983938808,1424.3283554131283,2,25,0
30,Male,Mumbai,55,Family,Unlimited,2 Year,5,24.35237220719424,432.7854274560523,80,1,0.3227826231265152,85.2222553562332,1,3,25.045741109430978,2,17,43979,30.87976294723139,0,0,0,65815.68832455196,2095.901106764454,0,30,0
54,Male,Bangalore,63,Business,Enterprise,2 Year,2,24.31619988091151,342.8351713312901,87,0,1.4428623463145362,63.21557178033237,6,1,37.51180079478096,0,16,6161,7.779648120338378,3,0,1,70723.29513364732,899.032174405344,1,24,1
69,Male,Bangalore,3,Family,Enterprise,Month-to-Month,2,28.95985852851289,597.1805122347008,78,0,9.12839459047012,110.03343332740872,4,1,18.36159585791019,0,13,33159,49.468992377160745,1,1,0,39296.62208697328,870.0981917261818,1,19,1
27,Female,Bangalore,79,Consumer,Unlimited,1 Year,2,28.028020476360805,317.15059510673825,60,0,6.094559449097199,,1,0,19.714925123338546,3,15,355,2.05332178469696,1,0,1,45099.161363193285,380.0488037306321,0,43,0
68,Male,Hyderabad,61,Business,Unlimited,2 Year,5,38.52879044372536,883.053362634214,80,0,8.006275472264452,105.12162602853016,2,1,20.419021909251367,0,14,23877,55.1331290165384,0,0,0,41336.97086573089,1185.3959957723134,1,41,0
53,Male,Pune,110,Consumer,Postpaid,Month-to-Month,4,25.26377809077146,772.835519589806,90,0,8.466945556359619,86.9849244131739,1,2,24.081336863366317,0,17,22207,,0,1,1,58030.039565023006,301.61776465282844,1,7,0
49,Male,Chennai,27,Business,Enterprise,Month-to-Month,1,40.67392871665679,567.433716725314,88,0,1.2678681124311697,,3,2,15.77914085677452,2,19,22716,47.4958303630617,0,1,0,35663.45614710489,1959.8274169873853,1,44,0
33,Female,Kolkata,65,Premium,Prepaid,2 Year,3,46.719435561894045,142.93677395202388,77,0,6.37771775322253,69.63336551864334,2,5,21.15826094698435,1,20,41055,91.50041252054116,0,1,0,56979.2230677105,931.7588947925072,1,44,0
57,Female,Delhi,94,Family,Postpaid,1 Year,2,49.993099456976594,1044.617835094376,82,0,4.732418677278538,,5,3,18.56547482752041,0,16,33495,28.149521682502154,0,1,0,52665.78901595033,762.3557170867947,0,29,0
25,Male,Pune,65,Premium,Unlimited,Month-to-Month,3,22.08323490133115,347.10092516543625,68,0,7.508247153932496,,3,2,15.671963301048024,0,18,415,93.80624817270647,0,0,3,64306.19560126021,1162.154233219663,0,34,0
28,Male,Mumbai,94,Premium,Enterprise,2 Year,5,28.782195126555543,803.4345247743152,85,1,7.911063385793442,60.57976000314868,0,0,25.15641167546529,0,17,22315,63.29510407223305,4,1,0,31747.925879918803,1405.7403682433574,1,37,0
18,Male,Mumbai,75,Business,Postpaid,1 Year,5,76.53672798627368,685.5393272678488,76,0,5.480423703717408,110.24893757984734,2,2,15.14219024439021,0,18,25384,,2,1,1,63089.14342267692,1044.3764708125934,0,36,0
37,Male,Chennai,53,Family,Unlimited,2 Year,3,38.02794336062806,141.30765397851405,70,1,7.582476599443122,82.83766103888533,1,2,14.950916102276508,3,16,6145,3.528372446346817,1,0,0,55725.44402241637,1611.7486591766783,3,43,0
76,Male,Pune,25,Consumer,Postpaid,Month-to-Month,3,30.177028129332594,883.9922899132118,86,0,5.705830738996523,99.24727091089812,3,2,40.22522974072389,2,16,4868,63.99287551318098,1,1,1,45047.30311267017,2056.2279391489747,0,20,1
64,Female,Bangalore,89,Business,Unlimited,Month-to-Month,2,35.53045246427968,263.28166992991675,74,0,1.7101202252766767,80.01310240230566,1,0,13.379103425642782,2,15,28206,60.35647283045969,2,1,1,40182.98246361012,1621.4976022602154,1,39,0
56,Female,Chennai,11,Premium,Prepaid,Month-to-Month,3,40.33030220067858,733.1939877001195,67,1,1.432536605466762,46.469164760852685,3,1,15.898154662947055,0,16,24458,48.95216552065943,1,1,2,50299.88967515523,645.4175314780666,1,27,0
70,Female,Bangalore,65,Family,Prepaid,2 Year,3,36.98626176762805,725.4480442092269,58,0,1.5914428295327545,107.74121938875226,3,4,16.827886342225508,3,13,41557,46.635853162583416,1,1,0,64063.69850512222,961.7240826704088,1,21,0
19,Male,Mumbai,95,Business,Unlimited,Month-to-Month,1,22.94463805107353,0.0,87,1,4.516398309690746,,2,3,48.94614736801417,2,13,43083,50.84547136664638,1,1,0,69582.87257526944,1906.00367512644,3,21,0
60,Male,Pune,23,Business,Postpaid,1 Year,4,50.08566169085186,826.9238171116777,85,0,9.54159168433556,122.3464002990982,2,4,27.58613896556185,2,21,35161,81.40715606218217,0,1,1,55582.63512424416,1813.2930290713075,0,36,0
46,Male,Kolkata,59,Consumer,Unlimited,1 Year,2,46.61042465636326,434.52705266948215,76,0,9.03772591716328,67.08043969474217,1,1,21.29822319194899,0,17,23314,0.6289433758984497,3,1,0,56142.254515861,849.7839064054583,0,38,0
26,Male,Delhi,22,Business,Unlimited,Month-to-Month,3,45.24387890970787,515.554135568751,80,0,8.545145116813345,76.46441692511665,2,5,18.624376616118298,0,11,17299,,0,1,1,51622.04627310147,455.8383880312023,1,8,0
76,Male,Pune,4,Business,Prepaid,Month-to-Month,3,23.53853589527116,693.5020508836549,77,0,1.9004566954306,,1,3,21.56215735516838,4,16,10935,66.98559075046467,0,0,1,66945.96453701034,1881.8375548866288,0,35,1
68,Female,Mumbai,56,Premium,Postpaid,1 Year,5,13.540960063156318,493.1336257243388,89,1,7.18448569624157,,1,4,20.57276401854078,2,12,26461,60.105832437789566,0,1,0,56209.66088042257,1085.333691034024,2,40,0
41,Female,Chennai,60,Business,Prepaid,Month-to-Month,1,57.40278538363626,0.0,72,0,8.063215668197337,,4,4,35.71745320497525,2,18,25104,38.5140352126326,1,1,0,60222.79160282401,1651.954785386674,0,7,1
37,Female,Hyderabad,53,Consumer,Prepaid,Month-to-Month,3,28.71907084958817,277.19814081820294,68,0,0.0071878636462341,125.87841918268828,3,1,18.139341731432395,2,16,21627,7.961555328274872,2,0,0,66331.98754216704,1947.7434812398408,3,14,0
54,Female,Hyderabad,88,Consumer,Unlimited,Month-to-Month,3,9.15822883986121,890.8176300015145,78,0,8.921034133209245,50.81730395410898,1,3,42.49873611478322,1,17,35166,86.01341620494965,1,0,1,56014.0612365009,1433.6640826505725,1,1,1
36,Female,Kolkata,56,Family,Unlimited,1 Year,3,31.690800056847152,832.2446174674585,87,0,5.844734888615855,83.1314790028049,6,2,35.292176741820015,1,19,19678,35.31948013159345,0,0,1,48609.42447136239,599.6347686779869,0,43,0
40,Female,Pune,62,Consumer,Postpaid,Month-to-Month,3,31.48541198018268,517.1704765747688,70,0,4.136455306811008,76.52313945597567,1,1,23.63807055358172,1,17,30008,2.6109058867852752,1,1,0,69930.18296493556,1959.6717653494115,2,28,0
43,Female,Pune,37,Premium,Prepaid,Month-to-Month,4,25.73130920941558,467.23562354332944,72,0,3.616959379759772,66.61922118636517,3,1,15.603078766075056,1,20,35397,80.72164862225702,1,0,0,53641.64859832506,1766.4711359670737,2,49,0
26,Male,Pune,109,Family,Postpaid,1 Year,1,41.82555827815808,691.5792780072434,64,0,6.211837751767636,72.56973728530562,0,3,44.4152933645683,0,16,18139,29.565270297262916,1,1,0,49185.77347691405,1374.3218452877245,2,17,0
45,Male,Kolkata,85,Family,Postpaid,Month-to-Month,5,57.0992212974034,434.29387206727137,81,0,1.629942137722027,53.33609135668803,0,2,31.17733313040413,0,15,42508,96.9623294244494,1,1,1,36245.453219184696,1273.956709411744,2,26,0
57,Female,Chennai,53,Consumer,Enterprise,Month-to-Month,4,13.138991985558713,951.7994418740444,76,0,7.717086923315782,54.13966213390204,0,6,17.378483508009303,1,11,45778,10.96886301782054,5,1,0,61221.41437767484,199.0,2,24,1
36,Male,Chennai,31,Business,Postpaid,Month-to-Month,2,11.809244477061082,57.68763687195326,89,1,8.219804716642734,42.52778882661738,2,0,27.39726720359629,0,13,33799,,1,1,1,52541.59553232572,695.0382609572058,0,14,1
73,Female,Bangalore,43,Family,Unlimited,2 Year,3,87.90023712225648,669.4879818499837,89,0,2.0705932980481547,77.2894382829405,1,3,31.001496776413116,2,9,16582,87.83963005643767,2,1,1,22648.02427242698,1527.120019378598,0,9,0
59,Female,Pune,91,Premium,Unlimited,2 Year,2,60.51737920565596,680.5036293032077,76,0,5.778916458677681,78.40825689011999,0,5,25.12457958685733,1,25,8576,86.07197321484884,1,1,1,69829.86523920952,406.47368198899096,1,6,0
31,Male,Mumbai,105,Consumer,Unlimited,Month-to-Month,4,33.71408481149203,582.833820052677,72,0,9.935550734709969,,0,2,38.11426296915892,0,17,30631,15.52249329891886,1,0,1,65458.97092826513,974.4599564258356,0,3,0
63,Female,Hyderabad,47,Premium,Postpaid,Month-to-Month,3,12.588256720394815,801.9876640197928,74,0,1.4697135750879042,59.87836945553169,1,3,16.72820412844585,2,13,47945,31.16204584887059,0,0,0,52306.68054033112,1329.080283555827,0,15,0
54,Male,Chennai,79,Family,Unlimited,Month-to-Month,5,30.008467413652287,361.99078870324047,75,0,2.1082008276103603,73.43256146907731,4,1,30.18119700726964,3,15,22758,98.77531313588447,0,1,0,33366.78359223137,1393.796830090957,0,19,0
48,Male,Hyderabad,41,Family,Unlimited,1 Year,4,43.20848986424303,263.6673820497786,72,0,3.954037656845191,53.41491937911218,1,3,17.263102752983926,2,9,2083,42.394896444349975,0,0,0,35045.84557473884,631.6487935450665,0,23,0
43,Male,Delhi,15,Premium,Unlimited,2 Year,2,33.42348892732641,616.4750829399518,72,0,5.733911085441271,19.20013157368125,1,2,24.43688914570538,0,20,19185,,1,0,0,51523.25889273854,1799.0838953034322,4,5,0
49,Female,Mumbai,90,Premium,Enterprise,2 Year,1,39.3958849123545,531.1720087553871,78,0,7.02704927192547,78.54873306663366,3,1,10.419142872504192,0,14,9590,62.80759780806251,1,1,0,68329.81720661974,976.5319645668164,1,11,0
52,Female,Bangalore,55,Family,Enterprise,2 Year,2,37.40623132059246,593.3054681605332,78,0,0.1996349247569484,94.6897226070761,1,2,27.086612776320447,1,11,697,76.90809578953176,0,1,1,41225.080688276576,1379.808176517296,1,47,0
65,Male,Kolkata,85,Family,Enterprise,1 Year,2,25.68428944621109,599.2443052668183,72,0,9.839978411469154,31.47102859111501,2,1,9.846376760598854,0,9,42638,99.51864183246045,1,1,0,62197.99420853243,1370.7036567131956,0,10,0
22,Female,Kolkata,74,Family,Postpaid,1 Year,5,42.72088535945744,420.9447113296893,70,1,2.583107699144367,104.20085382751984,0,1,37.46364462749382,0,12,13811,,0,0,1,34283.75284714555,634.2736316728838,2,18,0
26,Male,Chennai,83,Family,Prepaid,Month-to-Month,5,80.59998187024831,494.1167738419417,75,0,2.3994159975442484,101.85506308061696,3,3,15.895355689700342,0,15,35427,66.95716952371487,1,0,0,82290.71720751552,958.1733463747656,0,43,0
62,Female,Chennai,101,Consumer,Unlimited,2 Year,3,23.382387121807863,229.0486207915212,81,0,3.96371556295296,13.356476692043628,4,2,10.569321200744106,0,12,29748,,3,1,0,69873.88461439045,1000.2928481222432,0,4,1
31,Male,Pune,104,Consumer,Postpaid,1 Year,5,55.19990057828335,793.8869061291659,83,1,3.0795592622001133,110.2081315984518,3,0,41.81347328938441,1,16,38784,79.87955685964965,2,0,1,54018.50547970737,393.45750064513777,0,36,0
49,Female,Hyderabad,94,Business,Enterprise,Month-to-Month,3,32.85192212893998,1098.0349427167416,69,0,2.3362152667699143,58.97749595800354,1,1,23.8057557337405,0,14,38961,65.21967343680153,3,1,0,16214.623403161371,1354.1448013190966,0,18,0
72,Female,Chennai,48,Premium,Enterprise,2 Year,3,57.99916892731697,220.38668595106884,71,1,3.0739276622545777,,1,3,9.134956501087489,0,11,19127,86.88946055041261,0,1,0,40750.9219998934,797.2179854991605,0,7,0
61,Male,Mumbai,98,Family,Unlimited,Month-to-Month,5,37.0055713326683,719.5100212195159,91,0,8.696599314856257,,3,0,9.116707914082124,2,12,11992,80.30222074727409,0,0,2,74924.48399869436,1388.933573102029,1,5,1
52,Male,Delhi,107,Business,Postpaid,1 Year,1,23.143334308977437,989.3945174277352,80,0,7.585872443093392,105.4724015837167,2,2,27.973786688704298,2,13,35143,44.04729533355331,4,0,2,39941.059434023,1225.0097779708915,0,21,1
29,Male,Chennai,41,Business,Postpaid,2 Year,1,43.42028954574704,521.0443085647664,76,0,2.302610318619021,60.95100739304954,2,1,20.581583606014853,0,15,40414,18.88867069238064,0,1,0,70991.8556192894,1154.2624994522032,2,10,0
71,Male,Chennai,37,Premium,Postpaid,2 Year,2,42.199461008007255,1076.1679340272951,86,0,9.520597266511077,89.6419562552141,1,1,47.96684151472978,0,21,27186,99.65798212278987,1,1,0,38773.54229239076,992.4303297979076,2,49,0
39,Female,Pune,93,Business,Postpaid,2 Year,4,28.51058528638912,635.862412386561,102,1,6.440838203457004,46.75994949809865,2,0,12.297065612362127,1,20,37392,8.848050644887229,0,1,1,37016.38346311453,1346.2978129720598,3,1,0
19,Male,Bangalore,38,Business,Unlimited,Month-to-Month,1,37.45852824397839,975.0941251853604,75,0,7.03742116595829,102.17861349141432,1,1,20.037184375527623,0,19,2794,3.6625113893194783,0,0,0,59481.872348870485,546.4156912757634,0,23,1
78,Male,Chennai,110,Consumer,Unlimited,Month-to-Month,2,39.50643569933428,704.0708000641478,66,0,1.1658198463374658,104.386186678995,1,2,16.062064326691274,1,13,29453,77.81563853687508,0,1,0,27537.185968940285,644.6079579891051,2,19,0
53,Female,Mumbai,109,Consumer,Unlimited,1 Year,3,16.04693461816015,444.0817997542628,94,0,9.35881168750186,111.44222466534856,1,2,8.244854866190025,0,14,26906,50.680653065910285,0,1,0,49545.15843885581,658.0383842146933,0,11,0
51,Male,Kolkata,71,Family,Postpaid,2 Year,2,15.290367693419311,623.5761554125977,89,0,7.356428409425152,101.22899859627178,3,2,9.628992736581598,1,8,5172,,2,0,0,45404.836546045146,1181.0597992064595,3,43,0
18,Male,Chennai,87,Business,Postpaid,Month-to-Month,5,93.06319381515688,1009.0084398690568,74,1,8.068842361597126,96.16714247058316,4,4,13.73678355102894,0,30,11201,87.77041916211911,1,0,0,46206.5396532364,2084.6245738605844,0,21,1
53,Male,Mumbai,75,Family,Postpaid,Month-to-Month,4,45.370323193614176,488.90505797312,82,0,4.162600107721302,70.2578038645926,4,1,9.859843180846532,2,18,48768,84.36078785285981,0,0,3,76554.30261835558,1035.72610380436,2,14,1
58,Female,Pune,68,Family,Unlimited,1 Year,3,45.93736943555446,831.7717761352445,87,0,3.3470585159733424,83.76547582604111,4,2,9.912612299668178,0,16,21145,,1,0,2,30865.321759487484,1652.246413537286,0,26,0
